0.50000000,0.1654
0.50050000,0.1654
0.50110000,0.1654
0.50170000,0.1654
0.50230000,0.1654
0.50290000,0.1654
0.50350000,0.1654
0.50410000,0.1654
0.50470000,0.1654
0.50520000,0.1654
0.50580000,0.1654
0.50640000,0.1654
0.50700000,0.1654
0.50760000,0.1654
0.50820000,0.1654
0.50880000,0.1654
0.50940000,0.1654
0.51000000,0.1654
0.51050000,0.1654
0.51110000,0.1654
0.51170000,0.1654
0.51230000,0.1654
0.51290000,0.1654
0.51350000,0.1654
0.51410000,0.1654
0.51470000,0.1654
0.51530000,0.1654
0.51580000,0.1654
0.51640000,0.1654
0.51700000,0.1654
0.51760000,0.1654
0.51820000,0.1654
0.51880000,0.1654
0.51940000,0.1654
0.52000000,0.1654
0.52060000,0.1654
0.52110000,0.1654
0.52170000,0.1654
0.52230000,0.1654
0.52290000,0.1654
0.52350000,0.1654
0.52410000,0.1654
0.52470000,0.1654
0.52530000,0.1654
0.52580000,0.1654
0.52640000,0.1654
0.52700000,0.1654
0.52760000,0.1654
0.52820000,0.1654
0.52880000,0.1654
0.52940000,0.1654
0.53000000,0.1654
0.53060000,0.1654
0.53110000,0.1654
0.53170000,0.1654
0.53230000,0.1654
0.53290000,0.1654
0.53350000,0.1654
0.53410000,0.1654
0.53470000,0.1654
0.53530000,0.1654
0.53590000,0.1654
0.53640000,0.1654
0.53700000,0.1654
0.53760000,0.1654
0.53820000,0.1654
0.53880000,0.1654
0.53940000,0.1654
0.54000000,0.1654
0.54060000,0.1654
0.54120000,0.1654
0.54170000,0.1654
0.54230000,0.1654
0.54290000,0.1654
0.54350000,0.1654
0.54410000,0.1654
0.54470000,0.1654
0.54530000,0.1654
0.54590000,0.1654
0.54640000,0.1654
0.54700000,0.1654
0.54760000,0.1654
0.54820000,0.1654
0.54880000,0.1654
0.54940000,0.1654
0.55000000,0.1654
0.55060000,0.1654
0.55120000,0.1654
0.55170000,0.1654
0.55230000,0.1654
0.55290000,0.1654
0.55350000,0.1654
0.55410000,0.1654
0.55470000,0.1654
0.55530000,0.1654
0.55590000,0.1654
0.55650000,0.1654
0.55700000,0.1654
0.55760000,0.1654
0.55820000,0.1654
0.55880000,0.1654
0.55940000,0.1654
0.56000000,0.1654
0.56060000,0.1654
0.56120000,0.1654
0.56180000,0.1654
0.56230000,0.1654
0.56290000,0.1654
0.56350000,0.1654
0.56410000,0.1654
0.56470000,0.1654
0.56530000,0.1654
