0,33
1,32
2,31
3,31
4,30
5,30
6,29
7,28
8,28
9,27
10,26
11,26
12,25
13,25
14,24
15,23
16,22
17,22
18,21
19,20
20,19
21,18
22,18
23,17
24,17
25,17
26,17
27,17
28,16
29,16
30,16
31,16
32,16
33,15
34,15
35,15
36,15
37,15
38,14
39,14
40,15
41,16
42,17
43,17
44,17
45,18
46,18
47,18
48,17
49,16
50,16
51,16
52,16
53,15
54,15
55,14
56,15
57,15
58,14
59,14
60,14
61,13
62,13
63,13
64,13
65,13
66,14
67,15
68,16
69,17
70,17
71,17
72,17
73,16
74,16
75,15
76,14
77,13
78,12
79,10
80,9
81,9
82,9
83,9
84,8
85,9
86,9
87,11
88,12
89,15
90,19
91,23
92,26
93,25
94,20
95,14
96,12
97,12
98,15
99,18
100,20
101,20
102,18
103,14
104,11
105,8
106,7
107,6
108,6
109,5
110,5
111,5
112,5
113,5
114,5
115,4
116,5
117,5
118,5
119,6
120,6
121,8
122,11
123,15
124,21
125,26
126,29
127,25
128,18
129,11
130,7
131,6
132,7
133,9
134,12
135,16
136,21
137,23
138,20
139,14
140,9
141,5
142,4
143,3
144,3
145,4
146,5
147,6
148,7
149,9
150,12
151,16
152,19
153,23
154,29
155,36
156,46
157,56
158,67
159,76
160,82
161,78
162,64
163,47
164,30
165,20
166,17
167,18
168,22
169,26
170,31
171,36
172,39
173,38
174,31
175,25
176,20
177,17
178,16
179,16
180,16
181,17
182,19
183,20
184,21
185,21
186,21
187,21
188,22
189,25
190,30
191,38
192,48
193,60
194,68
195,72
196,68
197,59
198,47
199,36
200,28
201,23
202,20
203,19
204,20
205,22
206,24
207,26
208,29
209,34
210,40
211,47
212,57
213,68
214,82
215,93
216,100
217,97
218,84
219,66
220,49
221,38
222,31
223,27
224,24
225,23
226,22
227,22
228,23
229,26
230,29
231,35
232,42
233,49
234,56
235,61
236,65
237,68
238,67
239,59
240,48
241,35
242,25
243,18
244,14
245,12
246,11
247,10
248,10
249,11
250,11
251,13
252,15
253,20
254,24
255,27
256,28
257,30
258,33
259,39
260,44
261,51
262,58
263,64
264,72
265,79
266,88
267,99
268,110
269,121
270,133
271,144
272,157
273,166
274,169
275,159
276,143
277,126
278,109
279,92
280,81
281,74
282,72
283,71
284,71
285,72
286,74
287,76
288,77
289,77
290,77
291,76
292,77
293,79
294,83
295,86
296,91
297,97
298,103
299,110
300,113
301,108
302,98
303,84
304,74
305,66
306,62
307,60
308,57
309,53
310,48
311,43
312,40
313,38
314,37
315,36
316,35
317,35
318,35
319,35
320,35
321,35
322,36
323,40
324,43
325,46
326,47
327,44
328,41
329,38
330,38
331,39
332,41
333,42
334,44
335,45
336,45
337,45
338,43
339,40
340,36
341,33
342,31
343,30
344,30
345,30
346,32
347,34
348,36
349,39
350,43
351,49
352,55
353,60
354,63
355,64
356,67
357,72
358,76
359,82
360,86
361,89
362,89
363,89
364,89
365,90
366,92
367,94
368,96
369,99
370,102
371,105
372,110
373,116
374,121
375,126
376,132
377,139
378,148
379,158
380,172
381,186
382,194
383,195
384,188
385,177
386,166
387,153
388,140
389,128
390,116
391,107
392,99
393,95
394,92
395,90
396,89
397,88
398,87
399,86
400,85
401,84
402,83
403,83
404,83
405,83
406,84
407,84
408,83
409,82
410,82
411,81
412,82
413,83
414,85
415,88
416,93
417,99
418,106
419,110
420,111
421,108
422,106
423,103
424,103
425,104
426,108
427,112
428,117
429,120
430,120
431,121
432,123
433,123
434,119
435,112
436,104
437,97
438,90
439,84
440,79
441,74
442,70
443,68
444,66
445,66
446,65
447,64
448,65
449,65
450,65
451,66
452,68
453,69
454,71
455,73
456,76
457,80
458,85
459,88
460,88
461,84
462,80
463,76
464,75
465,75
466,76
467,80
468,83
469,87
470,91
471,93
472,93
473,92
474,91
475,91
476,92
477,94
478,97
479,100
480,104
481,108
482,112
483,117
484,124
485,131
486,138
487,142
488,144
489,148
490,153
491,160
492,169
493,178
494,188
495,197
496,207
497,217
498,229
499,240
500,248
501,250
502,249
503,243
504,233
505,222
506,210
507,199
508,189
509,178
510,167
511,157
512,146
513,139
514,132
515,128
516,125
517,123
518,122
519,122
520,121
521,120
522,119
523,117
524,116
525,115
